103,0.01
266,0.029
387,0.041
550,0.053
739,0.0634
977,0.073
1163,0.0796
1456,0.087
1854,0.0945
2155,0.099
2493,0.103
2794,0.105
3204,0.109
3491,0.11
3826,0.112
4236,0.114
4577,0.1156
4813,0.116
5108,0.117
5317,0.117
