60,0.02
151,0.054
317,0.098
380,0.11
437,0.12
509,0.13
589,0.14
690,0.15
810,0.16
953,0.17
1157,0.18
1435,0.19
1804,0.2
2423,0.21
3573,0.22
4158,0.223
4631,0.225
5310,0.226
