91.3,0.0173
181.7,0.0358
269,0.048
361,0.06
432,0.0684
553,0.079
707,0.0906
894,0.1
1108,0.11
1438,0.12
1928,0.13
2739,0.14
3399,0.145
4007,0.148
4477,0.15
4964,0.152
5320,0.153
